####### ELECTION INFO ########
Election Name,State
Sample Prez Primary,MI

####### CONTESTS ########
Contest Name,Targeted?,Number of Winners,Votes Allowed,Total Ballots Cast,Tabulated Votes
POTUS (DEM),Targeted,1,1,2271110,Bennet: 1532; Biden: 838564; Bloomberg: 73175; Booker: 871; Buttigieg: 22374; Castro: 315; Delaney: 466; Gabbard: 9461; Klobuchar: 10969; Sanders: 576916; Sestak: 785; Steyer: 1732; Uncommitted: 19040; Warren: 26051; Williamson: 728; Yang: 2381
POTUS (Rep),Opportunistic,1,1,2271110,Sanford: 4258; Trump: 640522; Uncommitted: 28485; Walsh: 4067; Weld: 6099

####### AUDIT SETTINGS ########
Audit Name,Risk Limit,Random Seed,Online Data Entry?
ThursdayTest,10%,12345123451234512345,Yes

####### AUDIT BOARDS ########
Jurisdiction Name,Audit Board Name,Member 1 Name,Member 1 Affiliation,Member 2 Name,Member 2 Affiliation
Kalamazoo County,Audit Board #1,Snoopy Dog,Independent,Charlie Brown,
Keweenaw County,Audit Board #1,Mickey Mouse,Democrat,Minney Mouse,Republican

####### ROUNDS ########
Round Number,Contest Name,Targeted?,Sample Size,Risk Limit Met?,P-Value,Start Time,End Time,Audited Votes
1,POTUS (DEM),Targeted,226,Yes,.09,2020-05-14T22:25:10.487166,,Bennet: 0; Biden: 130; Bloomberg: 0; Booker: 0; Buttigieg: 0; Castro: 0; Delaney: 0; Gabbard: 0; Klobuchar: 0; Sanders: 96; Sestak: 0; Steyer: 0; Uncommitted: 0; Warren: 0; Williamson: 0; Yang: 0
1,POTUS (Rep),Opportunistic,663,Yes,.07,2020-05-14T22:25:10.487166,,Sanford: 0; Trump: 4; Uncommitted: 0; Walsh: 0; Weld: 0

####### SAMPLED BALLOTS ########
Jurisdiction Name,Batch Name,Ballot Position,Ticket Numbers,Audited?,Audit Result: POTUS (DEM),Audit Result: POTUS (Rep)
County,Board,97,Round 1: 0.0097,AUDITED,Biden,
County,Board,98,Round 1: 0.0098,AUDITED,Sanders,
County,Board,99,Round 1: 0.0099,AUDITED,Biden,
County,Board,100,Round 1: 0.00100,AUDITED,Sanders,
County,Board,101,Round 1: 0.00101,AUDITED,Sanders,
County,Board,102,Round 1: 0.00102,AUDITED,Biden,
County,Board,103,Round 1: 0.00103,AUDITED,Sanders,
County,Board,104,Round 1: 0.00104,AUDITED,Sanders,
County,Board,105,Round 1: 0.00105,AUDITED,Biden,
County,Board,106,Round 1: 0.00106,AUDITED,Biden,
County,Board,107,Round 1: 0.00107,AUDITED,Sanders,
County,Board,108,Round 1: 0.00108,AUDITED,Biden,
County,Board,109,Round 1: 0.00109,AUDITED,Biden,
County,Board,110,Round 1: 0.00110,AUDITED,Sanders,
County,Board,111,Round 1: 0.00111,AUDITED,Biden,
County,Board,112,Round 1: 0.00112,AUDITED,Sanders,
County,Board,113,Round 1: 0.00113,AUDITED,Sanders,
County,Board,114,Round 1: 0.00114,AUDITED,Biden,
County,Board,115,Round 1: 0.00115,AUDITED,Biden,
County,Board,116,Round 1: 0.00116,AUDITED,Sanders,
County,Board,117,Round 1: 0.00117,AUDITED,Sanders,
County,Board,118,Round 1: 0.00118,AUDITED,Biden,
County,Board,119,Round 1: 0.00119,AUDITED,Biden,
County,Board,120,Round 1: 0.00120,AUDITED,Biden,
County,Board,121,Round 1: 0.00121,AUDITED,Sanders,
County,Board,122,Round 1: 0.00122,AUDITED,Sanders,
County,Board,123,Round 1: 0.00123,AUDITED,Biden,
County,Board,124,Round 1: 0.00124,AUDITED,Biden,
County,Board,125,Round 1: 0.00125,AUDITED,Sanders,
County,Board,126,Round 1: 0.00126,AUDITED,Biden,
County,Board,127,Round 1: 0.00127,AUDITED,Biden,
County,Board,128,Round 1: 0.00128,AUDITED,Sanders,
County,Board,129,Round 1: 0.00129,AUDITED,Biden,
County,Board,130,Round 1: 0.00130,AUDITED,Sanders,
County,Board,131,Round 1: 0.00131,AUDITED,Sanders,
County,Board,132,Round 1: 0.00132,AUDITED,Sanders,
County,Board,133,Round 1: 0.00133,AUDITED,Biden,
County,Board,134,Round 1: 0.00134,AUDITED,Sanders,
County,Board,135,Round 1: 0.00135,AUDITED,Biden,
County,Board,136,Round 1: 0.00136,AUDITED,Biden,
County,Board,137,Round 1: 0.00137,AUDITED,Biden,
County,Board,138,Round 1: 0.00138,AUDITED,Sanders,
County,Board,139,Round 1: 0.00139,AUDITED,Biden,
County,Board,140,Round 1: 0.00140,AUDITED,Biden,
County,Board,141,Round 1: 0.00141,AUDITED,Biden,
County,Board,142,Round 1: 0.00142,AUDITED,Sanders,
County,Board,143,Round 1: 0.00143,AUDITED,Sanders,
County,Board,144,Round 1: 0.00144,AUDITED,Sanders,
County,Board,145,Round 1: 0.00145,AUDITED,Sanders,
County,Board,146,Round 1: 0.00146,AUDITED,Biden,
County,Board,147,Round 1: 0.00147,AUDITED,Sanders,
County,Board,148,Round 1: 0.00148,AUDITED,Biden,
County,Board,149,Round 1: 0.00149,AUDITED,Biden,
County,Board,150,Round 1: 0.00150,AUDITED,Biden,
County,Board,151,Round 1: 0.00151,AUDITED,Sanders,
County,Board,152,Round 1: 0.00152,AUDITED,Sanders,
County,Board,153,Round 1: 0.00153,AUDITED,Sanders,
County,Board,154,Round 1: 0.00154,AUDITED,Biden,
County,Board,155,Round 1: 0.00155,AUDITED,Biden,
County,Board,156,Round 1: 0.00156,AUDITED,Biden,
County,Board,157,Round 1: 0.00157,AUDITED,Biden,
County,Board,158,Round 1: 0.00158,AUDITED,Biden,
County,Board,159,Round 1: 0.00159,AUDITED,Biden,
County,Board,160,Round 1: 0.00160,AUDITED,Sanders,
County,Board,161,Round 1: 0.00161,AUDITED,Sanders,
County,Board,162,Round 1: 0.00162,AUDITED,Sanders,
County,Board,163,Round 1: 0.00163,AUDITED,Biden,
County,Board,164,Round 1: 0.00164,AUDITED,Biden,
County,Board,165,Round 1: 0.00165,AUDITED,Biden,
County,Board,166,Round 1: 0.00166,AUDITED,Biden,
County,Board,167,Round 1: 0.00167,AUDITED,Biden,
County,Board,168,Round 1: 0.00168,AUDITED,Biden,
County,Board,169,Round 1: 0.00169,AUDITED,Sanders,
County,Board,170,Round 1: 0.00170,AUDITED,Sanders,
County,Board,171,Round 1: 0.00171,AUDITED,Biden,
County,Board,172,Round 1: 0.00172,AUDITED,Biden,
County,Board,173,Round 1: 0.00173,AUDITED,Biden,
County,Board,174,Round 1: 0.00174,AUDITED,Biden,
County,Board,175,Round 1: 0.00175,AUDITED,Biden,
County,Board,176,Round 1: 0.00176,AUDITED,Sanders,
County,Board,177,Round 1: 0.00177,AUDITED,Sanders,
County,Board,178,Round 1: 0.00178,AUDITED,Biden,
County,Board,179,Round 1: 0.00179,AUDITED,Sanders,
County,Board,180,Round 1: 0.00180,AUDITED,Biden,
County,Board,181,Round 1: 0.00181,AUDITED,Sanders,
County,Board,182,Round 1: 0.00182,AUDITED,Biden,
County,Board,183,Round 1: 0.00183,AUDITED,Biden,
County,Board,184,Round 1: 0.00184,AUDITED,Biden,
County,Board,185,Round 1: 0.00185,AUDITED,Biden,
County,Board,186,Round 1: 0.00186,AUDITED,Biden,
County,Board,187,Round 1: 0.00187,AUDITED,Sanders,
County,Board,188,Round 1: 0.00188,AUDITED,Biden,
County,Board,189,Round 1: 0.00189,AUDITED,Biden,
County,Board,190,Round 1: 0.00190,AUDITED,Biden,
County,Board,191,Round 1: 0.00191,AUDITED,Biden,
County,Board,192,Round 1: 0.00192,AUDITED,Biden,
County,Board,193,Round 1: 0.00193,AUDITED,Biden,
County,Board,194,Round 1: 0.00194,AUDITED,Biden,
County,Board,195,Round 1: 0.00195,AUDITED,Sanders,
County,Board,196,Round 1: 0.00196,AUDITED,Biden,
County,Board,197,Round 1: 0.00197,AUDITED,Biden,
County,Board,198,Round 1: 0.00198,AUDITED,Sanders,
County,Board,199,Round 1: 0.00199,AUDITED,Biden,
County,Board,200,Round 1: 0.00200,AUDITED,Biden,
County,Board,201,Round 1: 0.00201,AUDITED,Biden,
County,Board,202,Round 1: 0.00202,AUDITED,Sanders,
County,Board,203,Round 1: 0.00203,AUDITED,Biden,
County,Board,204,Round 1: 0.00204,AUDITED,Biden,
County,Board,205,Round 1: 0.00205,AUDITED,Biden,
County,Board,206,Round 1: 0.00206,AUDITED,Sanders,
County,Board,207,Round 1: 0.00207,AUDITED,Biden,
County,Board,208,Round 1: 0.00208,AUDITED,Biden,
County,Board,209,Round 1: 0.00209,AUDITED,Biden,
County,Board,210,Round 1: 0.00210,AUDITED,Biden,
County,Board,211,Round 1: 0.00211,AUDITED,Biden,
County,Board,212,Round 1: 0.00212,AUDITED,Biden,
County,Board,213,Round 1: 0.00213,AUDITED,Biden,
County,Board,214,Round 1: 0.00214,AUDITED,Sanders,
County,Board,215,Round 1: 0.00215,AUDITED,Biden,
County,Board,216,Round 1: 0.00216,AUDITED,Biden,
County,Board,217,Round 1: 0.00217,AUDITED,Sanders,
County,Board,218,Round 1: 0.00218,AUDITED,Sanders,
County,Board,219,Round 1: 0.00219,AUDITED,Biden,
County,Board,220,Round 1: 0.00220,AUDITED,Biden,
County,Board,223,Round 1: 0.00223,AUDITED,Biden,
County,Board,224,Round 1: 0.00224,AUDITED,Biden,
County,Board,225,Round 1: 0.00225,AUDITED,Biden,
County,Board,221,Round 1: 0.00221,AUDITED,Sanders,
County,Board,222,Round 1: 0.00222,AUDITED,Sanders,
Kalamazoo County,"AVCB Ward 1",9,Round 1: 4009,AUDITED,,Trump
Kalamazoo County,"AVCB Ward 1",9,Round 1: 4019,AUDITED,,Trump
Kalamazoo County,"AVCB Ward 1",11111111111111119,Round 1: 4029,AUDITED,,Trump
Kalamazoo County,"AVCB Ward 1",1119,Round 1: 4039,AUDITED,,Trump
